,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
0,False,820:14-11-2020:1,85,1.423529411764706,1.1789469735261864,0.0,0.0,2.0,2.0,3.0,28.0,41.0,65.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,3655,1.8199726402188783,1.7738554669538447,0.0,0.0,1.0,3.0,5.0,1217.0,1878.0,2446.0,2915.0,3276.0,3546.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,0.0
2,False,309:03-08-2020:0,31,2.225806451612903,0.8835412617927487,0.0,2.0,2.0,3.0,3.0,3.0,3.0,18.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,496,1.159274193548387,1.3412020379063687,0.0,0.0,1.0,2.0,5.0,176.0,360.0,443.0,469.0,469.0,484.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,0.0
3,False,508:19-01-2021:0,36,1.3611111111111112,1.312636992094872,0.0,0.0,1.0,3.0,3.0,15.0,19.0,25.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,666,1.7462462462462462,1.854121852260795,0.0,0.0,1.0,3.0,5.75,260.0,353.0,452.0,548.0,588.0,632.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,0.0
5,False,899:31-01-2021:1,18,1.9444444444444444,0.9375953110592338,0.8500000000000001,1.0,2.0,3.0,3.0,1.0,6.0,12.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,171,1.0292397660818713,0.9605568273895361,0.0,0.0,1.0,2.0,3.0,64.0,114.0,159.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,0.0
6,False,172:19-12-2020:0,6,2.6666666666666665,0.816496580927726,1.5,3.0,3.0,3.0,3.0,0.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,21,2.0952380952380953,0.7003400534570263,1.0,2.0,2.0,2.0,3.0,1.0,2.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.5
7,False,261:31-03-2021:0,14,2.0,0.6793662204867574,1.0,2.0,2.0,2.0,3.0,0.0,3.0,11.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,105,1.7904761904761906,0.9061248650502154,0.0,1.0,2.0,2.0,3.0,7.0,40.0,82.0,103.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.5
8,False,380:09-11-2020:0,39,1.4102564102564104,1.4089553561704897,0.0,0.0,1.0,3.0,3.0,17.0,22.0,23.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,780,1.1141025641025641,1.8279125463257917,0.0,0.0,0.0,2.0,5.0499999999999545,517.0,572.0,596.0,660.0,725.0,741.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,0.0
9,True,848+421,147,1.1360544217687074,1.120417337743671,0.0,0.0,1.0,2.0,3.0,64.0,82.0,128.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,10878,4.649751792608935,3.5006081023870865,0.0,2.0,4.0,7.0,11.0,1505.0,2388.0,3634.0,4716.0,5645.0,6693.0,7637.0,8557.0,9165.0,9704.0,10165.0,10467.0,10680.0,10794.0,10850.0,10870.0,0.7852061020100107
10,False,667:16-02-2021:0,11,2.4545454545454546,0.5222329678670935,2.0,2.0,2.0,3.0,3.0,0.0,0.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,66,1.803030303030303,1.0261158574516587,0.0,1.0,2.0,3.0,3.0,9.0,24.0,46.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.5
11,False,297:03-09-2020:0,3,1.3333333333333333,1.5275252316519468,0.1,0.5,1.0,2.0,2.8,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6,2.0,1.5491933384829668,0.25,1.0,2.0,3.0,3.75,1.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.5
